"start","end","survey_type","survey_id","survey_version","country","community","sex","boat_status","boat_power","boat_length","choice","package_nopackage","fishing_organization","punishment_severity","mpa","age","years_fishing","education","digits","gear_handline","gear_spear","gear_traps","gear_gillnet","gear_mobilenet","gear_statline","gear_buceo","gear_other","other_gear","fishtech_vhf","fishtech_fishfinder","fishtech_survcam","fishtech_catchapp","fishtech_gps","fishtech_vesseltrack","fishtech_other","fishtech_none","other_fishtech","enforcement_community_members","enforcement_village_leader","enforcement_village_gov","enforcement_provincial_gov","enforcement_national_gov","enforcement_none","enforcement_other","restriction_gear","restriction_size","restriction_season","restriction_spacial","restriction_quota","restriction_other","restriction_none","rank_one","rank_two","rank_three","rank_four","income_usd"
"2019-09-09 16:47:44","2019-09-09 17:29:54","data",5045,4,"MEX","PSC","M","share_employee","yes",8,1,"package_chosen","no","weak","no",19,2,"other_edu",0,1,0,1,1,1,0,1,1,"Chinchorro chango buceo",1,1,0,0,1,1,1,0,"Zanahoria no usa",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",780
"2019-09-09 20:46:00","2019-09-09 21:22:20","data",5046,10,"MEX","PSC","M","share_collective","yes",8,2,"package_chosen","yes","moderate","no",20,4,"other_edu",0,0,0,0,1,1,0,0,0,"0",1,1,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",1040
"2019-09-13 16:37:41","2019-09-13 17:00:38","data",6001,1,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","strong","yes",27,13,"other_edu",0,0,0,1,1,1,0,0,1,"Chinchorro chango",0,0,0,0,1,1,1,0,"Zanahoria. Cuadrito tracker (preguntar juandiego)",1,0,0,0,1,0,0,1,0,1,0,0,1,0,"trash_pollutin","iuu","corruption","weather",312
"2019-09-13 17:01:04","2019-09-13 17:17:20","data",6002,3,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","weak","yes",25,5,"other_edu",0,0,0,0,1,1,0,0,0,"0",1,1,0,0,1,1,1,0,"Pelagic. Zanahoria.",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",780
"2019-09-13 17:17:44","2019-09-13 17:37:42","data",6003,9,"MEX","ALT","M","own","yes",7,1,"package_chosen","yes","strong","no",41,15,"edu_primary",0,0,0,0,0,1,0,0,1,"Chinchorro",0,0,0,0,0,0,1,0,"Telefono",1,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",416
"2019-09-13 17:38:04","2019-09-13 17:58:29","data",6004,10,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","moderate","yes",56,36,"edu_primary",0,0,0,0,0,1,0,0,1,"Chango",1,0,0,0,0,1,1,0,"Mecate con peso para medir lo hondo. Zanahoria ya no. Pelagic",1,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","weather","corruption",208
"2019-09-13 18:00:13","2019-09-13 18:27:42","data",6005,12,"MEX","ALT","M","own","yes",7,1,"package_chosen","yes","moderate","yes",56,44,"edu_primary",0,1,0,1,0,1,0,0,1,"Churupera chango",0,0,0,0,0,1,1,0,"Pesa de plomo profundidad. PDS.",1,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",1560
"2019-09-13 18:31:37","2019-09-13 18:52:14","data",6006,1,"MEX","ALT","M","own","yes",7,2,"no_package","yes","moderate","yes",33,10,"other_edu",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Pds. Zanahoria ya no.",0,1,0,0,1,0,0,1,0,1,0,0,1,0,"iuu","corruption","trash_pollutin","weather",676
"2019-09-13 19:05:31","2019-09-13 19:26:18","data",6007,3,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","strong","yes",54,35,"edu_primary",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,"Pds. Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",364
"2019-09-13 19:30:11","2019-09-13 19:53:31","data",6008,9,"MEX","ALT","M","share_employee","yes",7,1,"package_chosen","yes","none","yes",55,38,"edu_uni",0,0,0,0,0,1,0,0,1,"Chango",1,0,0,0,1,1,1,0,"Pesa con piola. Pds. Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",1058
"2019-09-13 19:54:02","2019-09-13 20:13:48","data",6009,10,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","moderate","yes",60,42,"edu_secondary",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,0,1,1,0,"Pds. Zanahoria no instalada.",0,1,1,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","trash_pollutin","weather",520
"2019-09-13 20:15:54","2019-09-13 21:56:48","data",6010,12,"MEX","ALT","M","own","yes",8,1,"package_chosen","yes","moderate","yes",50,35,"edu_primary",0,1,0,1,1,1,0,0,1,"Chango",1,0,0,0,1,1,1,0,"Pds. Zanahoria un tiempo",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",260
"2019-09-13 21:56:51","2019-09-13 22:24:15","data",6011,1,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","moderate","yes",59,40,"edu_primary",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Pds.",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","weather","corruption",416
"2019-09-14 19:24:58","2019-09-17 18:40:00","data",6012,6,"MEX","ALT","M","own","yes",22,2,"package_chosen","yes","severe","yes",61,49,"edu_primary",0,0,0,0,0,1,0,0,1,"Chango chinchoro churupera",0,0,0,0,1,1,1,0,"Pds. Zanahoria no usa pero tiene. GPS en motor.",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",520
"2019-09-14 20:45:39","2019-09-14 21:04:30","data",6013,11,"MEX","ALT","M","own","no",7,2,"no_package","yes","severe","yes",31,14,"edu_secondary",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","corruption","weather",312
"2019-09-14 21:05:40","2019-09-14 21:18:42","data",6014,5,"MEX","ALT","M","own","yes",8,2,"package_chosen","yes","moderate","yes",35,15,"other_edu",0,1,0,1,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","corruption","weather",416
"2019-09-14 22:26:28","2019-09-14 22:51:32","data",6015,14,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","strong","yes",58,41,"edu_secondary",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria no usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",676
"2019-09-14 22:52:21","2019-09-14 23:34:15","data",6016,4,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","moderate","yes",48,34,"edu_primary",0,0,0,0,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria no usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","weather","corruption",208
"2019-09-14 23:46:08","2019-09-15 00:02:19","data",6017,4,"MEX","ALT","M","own","no",8,1,"no_package","yes","severe","yes",25,6,"other_edu",0,0,0,1,1,1,0,0,0,"0",0,0,0,0,0,1,1,0,"Zanahoria no usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","weather","trash_pollutin",312
"2019-09-15 00:50:04","2019-09-15 01:09:19","data",6018,2,"MEX","ALT","M","own","no",7,1,"no_package","yes","strong","yes",35,15,"edu_secondary",0,0,0,1,0,1,0,0,0,"0",1,0,0,0,1,1,1,0,"Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","weather","corruption","trash_pollutin",520
"2019-09-14 20:18:01","2019-09-14 20:41:55","data",6019,8,"MEX","ALT","M","own","yes",7,1,"package_chosen","yes","moderate","yes",58,44,"edu_secondary",0,0,0,0,0,1,0,0,0,"0",1,0,0,0,1,1,1,0,"Zanahoria.",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","weather","iuu","corruption",832
"2019-09-17 15:05:07","2019-09-17 15:53:50","data",6020,4,"MEX","ALT","M","own","yes",7,1,"package_chosen","yes","moderate","yes",25,7,"edu_secondary",0,0,0,1,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria ya no usa hace 3 anos",0,1,0,0,1,0,0,1,1,1,0,0,0,0,"iuu","weather","trash_pollutin","corruption",260
"2019-09-17 15:54:17","2019-09-17 16:19:19","data",6021,5,"MEX","ALT","M","own","no",7,2,"package_chosen","yes","moderate","yes",17,3,"edu_secondary",0,0,0,1,0,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria la recogio la cooperativa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","weather","corruption",1560
"2019-09-17 16:23:17","2019-09-17 16:52:52","data",6022,8,"MEX","ALT","M","own","yes",8,2,"package_chosen","yes","weak","yes",37,29,"edu_secondary",0,0,0,1,0,1,0,0,1,"Suripera",0,0,0,0,1,1,1,0,"Gps telefono. Zanahoria uso primeros anos ya no",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",208
"2019-09-17 16:54:00","2019-09-17 17:24:06","data",6023,14,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","weak","yes",63,47,"edu_primary",0,0,0,0,0,1,0,0,1,"Chango",1,0,0,0,0,1,1,0,"Zanahoria la usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","corruption","weather","iuu",416
"2019-09-17 17:24:53","2019-09-17 17:43:26","data",6024,5,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","strong","yes",58,15,"edu_primary",0,0,0,1,1,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",234
"2019-09-17 17:45:30","2019-09-17 17:56:27","data",6025,16,"MEX","ALT","M","own","yes",8,2,"package_chosen","yes","weak","yes",50,30,"edu_secondary",0,0,0,1,0,1,0,0,0,"0",0,1,0,0,1,1,1,0,"Zanahoria no mucho",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",260
"2019-09-17 17:56:57","2019-09-17 18:07:38","data",6026,1,"MEX","ALT","M","own","yes",8,2,"package_chosen","yes","severe","yes",31,16,"edu_secondary",0,0,0,1,1,1,0,0,0,"0",0,1,0,0,1,1,1,0,"Zanahoria usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","weather","corruption",1820
"2019-09-17 22:08:43","2019-09-17 23:43:12","data",6027,13,"MEX","ALT","M","own","no",7,2,"package_chosen","yes","weak","yes",51,31,"edu_vocational",0,1,0,0,0,1,0,0,1,"ChangO",0,0,0,0,1,1,1,0,"Zanahoria no se USA ya",1,0,0,0,1,0,0,1,1,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",364
"2019-09-17 23:43:25","2019-09-17 23:59:35","data",6028,11,"MEX","ALT","M","own","no",7,1,"package_chosen","yes","strong","yes",44,25,"other_edu",0,1,0,0,1,1,0,0,0,"0",0,0,0,0,1,1,0,0,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","weather","corruption",520
"2019-09-18 00:01:17","2019-09-18 00:25:01","data",6029,9,"MEX","ALT","M","own","yes",8,1,"package_chosen","yes","weak","yes",47,30,"edu_secondary",0,1,0,0,0,1,0,0,1,"Chango",0,1,0,0,1,1,1,0,"Zanahoria usa para afuera",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","trash_pollutin","iuu","weather",3120
"2019-09-18 00:29:16","2019-09-18 00:44:22","data",6030,15,"MEX","ALT","M","share_employee","yes",8,1,"package_chosen","yes","moderate","yes",31,7,"other_edu",0,1,0,1,0,1,0,0,1,"Chango",0,0,0,0,1,1,1,0,"Zanahoria",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","corruption","trash_pollutin","weather",468
"2019-09-18 00:47:31","2019-09-18 01:06:06","data",6031,8,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","strong","yes",39,20,"other_edu",0,1,0,0,0,1,0,0,1,"Chango",0,0,0,0,1,1,1,0,"Zanahoria usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","corruption","weather",468
"2019-09-18 01:08:09","2019-09-18 01:28:28","data",6032,5,"MEX","ALT","M","own","yes",7,2,"package_chosen","yes","weak","yes",44,23,"other_edu",0,1,0,0,1,1,0,0,0,"0",0,0,0,0,1,1,1,0,"Zanahoria pa Mar abierto",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","iuu","trash_pollutin","weather",468
"2019-09-18 23:16:02","2019-09-18 23:51:21","data",6033,1,"MEX","ALT","M","own","yes",8,2,"package_chosen","yes","moderate","yes",48,28,"edu_secondary",0,1,0,0,0,1,0,0,1,"Chango chinchorro",0,0,0,0,1,1,1,0,"Zanahoria si usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"corruption","weather","iuu","trash_pollutin",623
"2019-09-19 01:28:58","2019-09-19 01:50:32","data",6034,2,"MEX","ALT","M","own","yes",8,1,"package_chosen","yes","weak","yes",45,34,"edu_secondary",0,1,0,1,1,1,1,0,1,"Chinchorro lomera suripera",0,0,0,0,1,1,1,0,"Zanahoria nunca mas dp de que fall<f3>",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",416
"2019-09-19 23:33:17","2019-09-19 23:53:11","data",6035,3,"MEX","ALT","M","own","no",7,2,"package_chosen","yes","weak","yes",54,33,"edu_uni",0,1,0,1,0,1,0,0,1,"Suripera",1,0,0,0,0,1,1,0,"Radio 3km.",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","weather","corruption",624
"2019-09-19 23:54:27","2019-09-20 00:17:37","data",6036,5,"MEX","ALT","M","own","yes",8,2,"package_chosen","yes","weak","yes",47,31,"edu_secondary",0,1,0,0,0,1,1,0,1,"Chango.",0,1,0,0,1,1,1,0,"Zanahoria cuando sale de la bahia",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","weather","corruption",416
"2019-09-20 00:21:27","2019-09-20 00:40:44","data",6037,6,"MEX","ALT","M","own","yes",6,2,"package_chosen","yes","weak","yes",58,40,"edu_primary",0,1,1,0,0,1,0,0,1,"Surupera chango",0,0,0,0,1,1,1,0,"Otro aparato que va atras",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",416
"2019-09-20 00:44:35","2019-09-20 01:25:08","data",6038,11,"MEX","ALT","M","own","yes",8,1,"package_chosen","yes","weak","yes",45,26,"other_edu",0,1,0,0,1,1,0,0,1,"Surupera",0,0,0,0,1,1,1,0,"Zanahoria solo mar abierto solo 1 mes del a<f1>o",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"iuu","trash_pollutin","corruption","weather",780
"2019-09-21 17:13:53","2019-09-21 17:43:40","data",6039,13,"MEX","ALT","M","own","no",7,2,"no_package","yes","strong","yes",52,32,"other_edu",0,1,0,1,1,0,0,0,1,"Surupera chango chinchorro",0,0,0,0,0,1,1,0,"Zanahoria no usa",0,1,0,0,1,0,0,1,0,1,0,0,0,0,"weather","iuu","trash_pollutin","corruption",520
"2019-09-21 17:44:59","2019-09-21 18:35:02","data",6040,14,"MEX","ALT","M","share_collective","yes",8,2,"package_chosen","no","strong","yes",58,43,"edu_secondary",0,1,0,1,1,1,0,0,1,"Suripera",0,0,0,0,1,1,1,0,"Sonda piola.",0,0,0,0,0,0,1,1,0,1,0,0,0,0,"trash_pollutin","corruption","iuu","weather",156
"2019-09-21 21:04:57","2019-09-21 21:32:04","data",6041,15,"MEX","ALT","M","share_employee","yes",7,1,"package_chosen","no","moderate","yes",18,2,"other_edu",0,1,0,0,1,1,0,0,1,"Chango",0,0,0,0,1,1,1,0,"Sonda peso y mecate",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"trash_pollutin","iuu","corruption","weather",364
"2019-09-12 00:01:20","2019-09-12 00:58:40","data",6042,2,"MEX","ALT","M","own","yes",8,1,"package_chosen","yes","moderate","no",59,38,"edu_primary",0,0,0,0,0,0,0,1,1,"Buceo",0,0,0,0,1,0,0,0,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"corruption","trash_pollutin","weather","iuu",1300
"2019-09-16 08:46:31","2019-09-18 12:32:24","data",7001,13,"IND","WKB","M","own","no",12,1,"package_chosen","yes","strong","yes",44,21,"edu_secondary",0,1,0,0,0,0,0,0,0,"Pancing tonda",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",284
"2019-09-16 08:44:54","2019-09-16 09:22:03","data",7002,13,"IND","WKB","M","own","yes",9,2,"package_chosen","yes","weak","yes",47,30,"hs",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"iuu","weather","corruption","trash_pollutin",355
"2019-09-17 00:33:57","2019-09-18 12:31:59","data",7003,11,"IND","WKB","M","own","no",12,1,"package_chosen","yes","strong","yes",47,20,"edu_secondary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"weather","iuu","trash_pollutin","corruption",320
"2019-09-17 00:33:28","2019-09-17 00:55:32","data",7004,11,"IND","WKB","M","own","no",8,1,"package_chosen","yes","weak","yes",42,32,"some_hs",0,1,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,1,1,1,1,0,0,1,1,0,1,1,0,0,"iuu","weather","trash_pollutin","corruption",71
"2019-09-17 02:15:00","2019-09-18 12:32:04","data",7005,15,"IND","WKB","M","own","no",10,1,"package_chosen","yes","strong","yes",47,19,"edu_primary",0,1,0,0,0,0,0,0,0,"Pancing gurita",0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",284
"2019-09-17 01:21:49","2019-09-17 03:07:41","data",7006,9,"IND","WKB","M","own","no",10,1,"package_chosen","no","strong","yes",37,98,"edu_primary",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",322
"2019-09-17 01:30:33","2019-09-17 01:48:04","data",7007,9,"IND","WKB","M","own","no",10,1,"package_chosen","yes","weak","yes",42,20,"some_hs",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",106
"2019-09-17 02:05:51","2019-09-17 02:20:58","data",7008,15,"IND","WKB","M","own","no",9,2,"no_package","yes","strong","yes",37,22,"no_formal",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"weather","iuu","corruption","trash_pollutin",71
"2019-09-17 03:30:59","2019-09-17 03:48:10","data",7009,8,"IND","WKB","M","own","no",11,2,"package_chosen","yes","weak","yes",35,15,"no_formal",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",568
"2019-09-17 08:22:28","2019-09-18 12:32:17","data",7010,8,"IND","WKB","M","own","no",9,2,"package_chosen","no","strong","yes",22,15,"edu_primary",0,1,0,0,0,0,0,0,0,"Pancing umpan",0,0,0,0,1,0,0,0,NA,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"weather","iuu","trash_pollutin","corruption",284
"2019-09-17 08:48:23","2019-09-18 12:32:09","data",7011,4,"IND","WKB","M","own","no",9,1,"package_chosen","no","strong","yes",34,19,"edu_primary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",355
"2019-09-17 08:23:02","2019-09-17 08:43:26","data",7012,4,"IND","WKB","M","own","yes",12,1,"package_chosen","yes","weak","yes",58,48,"some_hs",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,1,0,"pakai GPS",1,1,1,1,1,0,0,0,1,0,0,0,0,0,"corruption","weather","trash_pollutin","iuu",142
"2019-09-17 08:47:14","2019-09-17 09:07:07","data",7013,5,"IND","WKB","M","own","no",11,2,"package_chosen","yes","weak","yes",47,28,"hs",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,1,1,0,1,0,0,1,0,0,1,0,0,0,"weather","iuu","trash_pollutin","corruption",497
"2019-09-17 09:29:16","2019-09-17 09:46:54","data",7014,14,"IND","WKB","M","own","yes",10,2,"package_chosen","no","strong","yes",41,21,"hs",0,0,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,0,1,1,0,0,0,0,0,0,1,0,0,0,"iuu","weather","trash_pollutin","corruption",852
"2019-10-03 08:01:37","2019-10-03 08:14:55","data",8001,15,"IND","JPR","M","own","no",6,2,"package_chosen","yes","strong","no",51,30,"edu_secondary",0,1,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"weather","iuu","trash_pollutin","corruption",213
"2019-10-02 09:06:26","2019-10-02 09:27:16","data",8002,14,"IND","JPR","M","own","no",6,2,"package_chosen","yes","weak","no",55,35,"edu_primary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"iuu","weather","trash_pollutin","corruption",355
"2019-10-02 09:59:50","2019-10-02 10:20:26","data",8003,16,"IND","JPR","M","own","no",11,2,"package_chosen","yes","weak","no",47,32,"edu_secondary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,"weather","iuu","trash_pollutin","corruption",284
"2019-10-03 03:06:04","2019-10-03 05:43:15","data",8004,13,"IND","JPR","M","own","no",10,2,"package_chosen","no","moderate","yes",55,40,"edu_secondary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,0,0,1,0,0,0,1,0,0,1,0,0,0,"weather","iuu","corruption","trash_pollutin",355
"2019-10-03 05:43:57","2019-10-03 05:59:01","data",8005,11,"IND","JPR","M","share_collective","no",6,1,"package_chosen","yes","weak","yes",66,36,"edu_secondary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"weather","trash_pollutin","corruption","iuu",213
"2019-10-03 06:09:44","2019-10-03 06:21:10","data",8006,9,"IND","JPR","M","own","no",11,1,"package_chosen","yes","moderate","no",58,40,"edu_secondary",0,1,0,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"iuu","corruption","weather","trash_pollutin",142
