survey_id,wtp,start,end,survey_type,survey_version,country,community,sex,boat_status,boat_power,boat_length,choice,package_nopackage,fishing_organization,punishment_severity,mpa,age,years_fishing,education,digits,gear_handline,gear_spear,gear_traps,gear_gillnet,gear_mobilenet,gear_statline,gear_buceo,gear_other,other_gear,fishtech_vhf,fishtech_fishfinder,fishtech_survcam,fishtech_catchapp,fishtech_gps,fishtech_vesseltrack,fishtech_other,fishtech_none,other_fishtech,enforcement_community_members,enforcement_village_leader,enforcement_village_gov,enforcement_provincial_gov,enforcement_national_gov,enforcement_none,enforcement_other,restriction_gear,restriction_size,restriction_season,restriction_spacial,restriction_quota,restriction_other,restriction_none,rank_one,rank_two,rank_three,rank_four,income_usd,opinion_a,opinion_b,opinion_c,opinion_d,opinion_e,opinion_f,opinion_g,opinion_h,opinion_i,trust_a,trust_b,trust_c,trust_d,trust_e,trust_f,trust_g,trust_h,trust_i,trust_j,trust_k,trust_l,satisfaction_a,satisfaction_b,satisfaction_c
3015,0,2019-07-02 6:39,2019-07-02 7:17,data,14,IND,MAK,M,own,no,5,2,package_chosen,no,strong,no,47,30,secondary,0,0,0,0,1,0,0,0,0,Rampus,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,178,agree,disagree,agree,agree,neutral,disagree,agree,strongly_agree,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral
3016,0,2019-07-02 7:01,2019-07-02 7:16,data,9,IND,MAK,M,share_employee,no,5,1,package_chosen,yes,none,no,42,32,secondary,0,0,0,0,1,0,0,0,0,Jaring rampus pendek,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,trash_pollutin,weather,iuu,corruption,213,agree,disagree,agree,agree,neutral,neutral,agree,agree,agree,somewhat_trust,neutral,somewhat_trust,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3017,0,2019-07-02 7:28,2019-07-02 7:38,data,2,IND,MAK,M,own,no,5,1,package_chosen,no,none,no,42,30,secondary,0,0,0,0,1,0,0,0,1,Jaring rampus,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,178,agree,disagree,agree,disagree,disagree,disagree,agree,agree,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3018,0,2019-07-02 7:39,2019-07-02 7:45,data,3,IND,MAK,M,share_employee,no,5,2,package_chosen,no,none,no,40,25,secondary,0,0,0,0,1,0,0,0,0,Jaring rampus,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,178,agree,disagree,agree,neutral,disagree,disagree,strongly_agree,agree,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3019,1,2019-07-03 2:19,2019-07-03 3:32,data,12,IND,MAK,M,share_employee,no,7,1,package_chosen,no,none,no,39,25,secondary,0,0,0,1,0,0,0,0,0,Bubu,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,178,strongly_agree,disagree,agree,agree,disagree,disagree,strongly_agree,strongly_agree,neutral,somewhat_trust,somewhat_trust,neutral,trust_entirely,trust_entirely,neutral,somewhat_trust,somewhat_trust,somewhat_trust,trust_entirely,trust_entirely,neutral,neutral,neutral,neutral
3020,1,2019-07-03 2:36,2019-07-03 3:33,data,15,IND,MAK,M,share_employee,yes,6,1,package_chosen,yes,none,no,28,17,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kompas,0,0,0,0,0,1,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,142,agree,neutral,agree,disagree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,satisfied
3021,-5,2019-07-03 2:55,2019-07-03 3:35,data,13,IND,MAK,M,share_employee,yes,6,2,no_package,no,none,no,23,10,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,106,agree,disagree,agree,neutral,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3022,1,2019-07-03 3:07,2019-07-03 3:30,data,1,IND,MAK,M,share_employee,yes,100,2,package_chosen,no,moderate,no,59,10,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,iuu,trash_pollutin,corruption,178,agree,strongly_agree,agree,neutral,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,neutral,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3023,0,2019-07-03 3:36,2019-07-03 3:52,data,16,IND,MAK,M,share_employee,yes,20,2,package_chosen,no,strong,no,40,5,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,iuu,trash_pollutin,corruption,142,agree,strongly_agree,agree,agree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,neutral,neutral
3024,-5,2019-07-03 3:56,2019-07-03 4:18,data,12,IND,MAK,M,share_employee,yes,15,1,no_package,no,strong,no,40,25,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,1,0,1,1,1,0,0,1,0,0,1,0,0,0,weather,trash_pollutin,iuu,corruption,213,agree,strongly_agree,agree,disagree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_distr,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,satisfied,satisfied,satisfied
3025,-5,2019-07-03 4:19,2019-07-03 4:32,data,15,IND,MAK,M,share_employee,yes,15,1,no_package,no,strong,no,48,1,no_formal,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,iuu,trash_pollutin,corruption,178,strongly_agree,disagree,agree,neutral,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3026,2,2019-07-03 4:35,2019-07-03 4:54,data,15,IND,MAK,M,share_employee,yes,7,1,package_chosen,no,moderate,no,35,20,secondary,0,0,0,0,0,1,0,0,0,Purse seine (jaring lingkar),0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,142,strongly_agree,agree,strongly_agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3027,2,2019-07-03 4:55,2019-07-03 5:07,data,12,IND,MAK,M,share_employee,yes,7,1,package_chosen,yes,strong,no,40,25,secondary,0,0,0,0,0,1,0,0,0,Purse seine,1,1,0,0,0,1,0,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,213,strongly_agree,agree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,trust_entirely,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3028,0,2019-07-03 6:37,2019-07-03 6:48,data,12,IND,MAK,M,share_employee,yes,13,1,no_package,no,strong,no,54,20,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,178,agree,disagree,strongly_agree,disagree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3029,2,2019-07-03 6:49,2019-07-03 7:17,data,16,IND,MAK,M,share_employee,yes,7,1,package_chosen,yes,strong,no,35,22,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,weather,iuu,trash_pollutin,corruption,213,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,trust_entirely,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3030,2,2019-07-03 7:22,2019-07-03 7:43,data,1,IND,MAK,M,share_employee,yes,7,2,package_chosen,yes,strong,no,35,6,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Kompas,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,iuu,trash_pollutin,corruption,426,strongly_agree,strongly_disag,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,trust_entirely,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3031,2,2019-07-03 7:44,2019-07-03 7:54,data,13,IND,MAK,M,share_employee,yes,8,2,package_chosen,no,strong,no,29,4,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Echosounder,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,iuu,trash_pollutin,corruption,142,strongly_agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3032,3,2019-07-03 8:00,2019-07-03 8:14,data,12,IND,MAK,M,share_employee,yes,8,1,package_chosen,no,strong,no,37,20,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,iuu,weather,trash_pollutin,corruption,568,neutral,disagree,strongly_agree,neutral,disagree,agree,strongly_agree,strongly_agree,neutral,trust_entirely,trust_entirely,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral
3033,2,2019-07-04 3:23,2019-07-04 3:41,data,1,IND,MAK,M,own,yes,8,2,package_chosen,no,strong,no,48,35,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,iuu,weather,trash_pollutin,corruption,1420,strongly_agree,disagree,agree,disagree,disagree,agree,agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3034,-5,2019-07-04 3:42,2019-07-04 4:05,data,2,IND,MAK,M,own,yes,8,1,no_package,yes,strong,no,39,25,secondary,0,0,0,0,0,0,0,0,1,Jaring angkat,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,213,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3035,-5,2019-07-04 4:06,2019-07-04 4:27,data,3,IND,MAK,M,own,yes,8,2,no_package,no,none,no,32,22,secondary,0,0,0,0,0,0,0,0,1,Jaring angkat,1,1,0,0,0,1,0,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,213,agree,agree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3036,2,2019-07-04 4:46,2019-07-04 5:07,data,3,IND,MAK,M,own,yes,15,2,package_chosen,yes,strong,no,39,22,secondary,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Solar panel,0,0,0,1,1,0,0,1,0,0,0,0,0,0,iuu,weather,trash_pollutin,corruption,1420,agree,disagree,agree,disagree,disagree,neutral,strongly_agree,strongly_agree,agree,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3037,2,2019-07-04 6:28,2019-07-04 6:35,data,5,IND,MAK,M,share_employee,yes,15,2,package_chosen,no,strong,no,40,21,secondary,0,0,0,1,0,0,0,0,0,Bubu,1,1,0,0,0,1,0,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,iuu,trash_pollutin,corruption,568,agree,disagree,agree,disagree,disagree,agree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3038,-5,2019-07-04 6:37,2019-07-04 6:44,data,6,IND,MAK,M,own,yes,8,2,no_package,no,none,no,35,20,secondary,0,0,0,0,0,1,0,0,1,Jaring tarik,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,142,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3039,-5,2019-07-04 6:45,2019-07-04 6:52,data,7,IND,MAK,M,share_employee,yes,15,1,no_package,no,strong,no,40,25,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,142,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,neutral,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,satisfied,satisfied,neutral
3040,-5,2019-07-04 7:12,2019-07-04 7:21,data,8,IND,MAK,M,own,yes,7,2,no_package,no,strong,no,39,25,secondary,0,0,0,0,0,1,0,0,0,Jaring tarik,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,284,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3041,1,2019-07-04 7:30,2019-07-04 7:43,data,9,IND,MAK,M,share_employee,yes,15,1,package_chosen,yes,strong,no,40,25,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,178,agree,disagree,strongly_agree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,trust_entirely,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3042,2,2019-07-04 7:44,2019-07-04 7:58,data,10,IND,MAK,M,own,yes,12,2,package_chosen,yes,strong,no,33,20,secondary,0,0,0,0,0,1,0,0,1,Purse seine,1,1,0,0,0,1,0,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,213,agree,disagree,strongly_agree,agree,disagree,disagree,strongly_agree,strongly_agree,agree,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3043,1,2019-07-04 7:58,2019-07-04 8:14,data,11,IND,MAK,M,share_employee,yes,15,1,package_chosen,no,strong,no,38,25,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,142,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3044,1,2019-07-04 8:15,2019-07-05 3:20,data,12,IND,MAK,M,share_employee,yes,12,1,package_chosen,no,strong,no,38,20,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,142,agree,disagree,strongly_agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3045,1,2019-07-04 8:59,2019-07-05 3:21,data,13,IND,MAK,M,share_employee,yes,8,2,package_chosen,no,strong,no,40,20,secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kompas,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,142,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,trust_entirely,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3046,-5,2019-07-04 9:20,2019-07-05 5:55,data,14,IND,MAK,M,own,yes,8,2,no_package,no,none,no,39,12,secondary,0,0,0,0,0,0,0,0,1,Jaring angkat,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,142,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,satisfied
3047,0,2019-07-05 3:09,2019-07-05 3:28,data,4,IND,MAK,M,share_employee,yes,7,2,no_package,yes,weak,yes,43,20,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,weather,trash_pollutin,iuu,corruption,71,agree,strongly_disag,agree,agree,neutral,strongly_disag,agree,agree,strongly_disag,trust_entirely,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_distr,somewhat_distr,somewhat_distr,neutral,neutral,extremely_unsa
3048,1,2019-07-05 3:30,2019-07-05 3:41,data,6,IND,MAK,M,share_employee,yes,9,2,package_chosen,no,weak,no,29,10,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,weather,iuu,corruption,trash_pollutin,106,neutral,neutral,disagree,agree,neutral,disagree,agree,agree,strongly_disag,trust_entirely,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,satisfied,satisfied
3049,0,2019-07-05 3:36,2019-07-05 3:49,data,4,IND,MAK,M,share_employee,yes,6,1,package_chosen,no,none,no,55,40,secondary,0,0,0,0,0,0,0,0,1,Jaring angkat,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,142,agree,agree,agree,disagree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,trust_entirely,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3050,1,2019-07-05 3:50,2019-07-05 3:57,data,14,IND,MAK,M,share_employee,yes,7,2,package_chosen,yes,weak,no,41,20,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,weather,iuu,trash_pollutin,corruption,142,neutral,agree,disagree,neutral,agree,strongly_disag,agree,agree,strongly_disag,trust_entirely,trust_entirely,trust_entirely,neutral,neutral,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,satisfied,satisfied
3051,-5,2019-07-05 3:54,2019-07-05 4:25,data,4,IND,MAK,M,share_employee,yes,7,1,no_package,yes,none,no,65,50,secondary,0,0,0,0,1,0,0,0,0,Jaring udang,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,106,agree,agree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3052,0,2019-07-05 3:59,2019-07-05 4:10,data,8,IND,MAK,M,share_employee,yes,9,2,package_chosen,no,weak,yes,30,15,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,trash_pollutin,weather,iuu,corruption,50,agree,strongly_disag,neutral,neutral,disagree,strongly_disag,agree,agree,strongly_disag,trust_entirely,trust_entirely,somewhat_trust,neutral,neutral,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_trust,neutral,satisfied,satisfied
3053,0,2019-07-05 4:07,2019-07-05 4:25,data,6,IND,MAK,M,share_employee,yes,7,2,package_chosen,yes,none,no,25,10,secondary,0,0,0,0,1,0,0,0,0,Jaring udang,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,106,strongly_agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,trust_entirely,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3054,0,2019-07-05 4:17,2019-07-05 4:26,data,2,IND,MAK,M,share_employee,yes,7,1,package_chosen,no,none,no,20,5,secondary,0,0,0,0,1,0,0,0,0,Jaring udang,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,106,strongly_agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,neutral,trust_entirely,somewhat_trust,neutral,neutral,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3055,-3,2019-07-05 4:18,2019-07-05 4:30,data,5,IND,MAK,M,own,yes,11,2,no_package,no,weak,yes,45,20,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,weather,trash_pollutin,iuu,corruption,426,neutral,agree,strongly_agree,strongly_disag,agree,strongly_disag,agree,strongly_agree,strongly_disag,trust_entirely,trust_entirely,trust_entirely,somewhat_distr,somewhat_distr,neutral,neutral,neutral,neutral,somewhat_distr,somewhat_distr,somewhat_trust,neutral,satisfied,extremely_unsa
3056,0,2019-07-05 4:28,2019-07-05 4:35,data,15,IND,MAK,M,share_employee,yes,7,1,package_chosen,no,none,no,36,25,secondary,0,0,0,0,1,0,0,0,1,Jaring udang,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,weather,trash_pollutin,iuu,corruption,106,strongly_agree,disagree,agree,agree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,neutral,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3057,0,2019-07-05 5:43,2019-07-05 5:51,data,16,IND,MAK,M,share_employee,yes,10,2,package_chosen,no,weak,no,45,25,secondary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,178,agree,agree,neutral,neutral,strongly_agree,strongly_disag,agree,strongly_agree,strongly_disag,somewhat_trust,somewhat_trust,somewhat_trust,somewhat_distr,somewhat_distr,neutral,neutral,neutral,neutral,somewhat_trust,somewhat_trust,somewhat_distr,neutral,satisfied,extremely_unsa
3058,1,2019-07-05 5:59,2019-07-05 6:06,data,16,IND,MAK,M,share_employee,yes,12,1,package_chosen,no,strong,no,38,25,secondary,0,0,0,0,0,1,0,0,0,Purse seine,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,weather,trash_pollutin,iuu,corruption,178,agree,disagree,agree,disagree,disagree,disagree,strongly_agree,agree,neutral,trust_entirely,somewhat_trust,neutral,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,somewhat_trust,somewhat_trust,neutral,neutral,neutral,neutral
3059,0,2019-07-05 5:53,2019-07-05 6:10,data,12,IND,MAK,M,own,yes,8,2,no_package,no,weak,no,64,50,no_formal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,trash_pollutin,weather,iuu,corruption,142,agree,strongly_disag,neutral,strongly_agree,agree,disagree,neutral,agree,disagree,somewhat_trust,somewhat_trust,neutral,NA,somewhat_distr,neutral,neutral,neutral,neutral,somewhat_distr,somewhat_distr,somewhat_distr,neutral,unsatisfied,unsatisfied
4001,0,2019-07-10 4:06,2019-07-10 7:35,data,1,IND,MNC,M,own,yes,17,2,no_package,no,none,no,47,38,primary,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Radio contact,0,0,0,0,0,0,1,1,1,0,0,0,0,0,weather,trash_pollutin,corruption,iuu,355,agree_str,disagree,agree_str,disagree,disagree,disagree,agree_str,agree,agree,trust_entirely,trust_sw,trust_sw,distrust_sw,neutral,trust_sw,trust_sw,trust_sw,trust_sw,trust_sw,trust_sw,neutral,neutral,neutral,neutral
